,Date,product,Price,Cost,profit,category,QTY
0,5/17/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XXL,849,679.2,169.8,shirt,1
1,5/17/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,679.2,169.8,shirt,1
2,5/16/22,Hills & Clouds Classic Light Weight Joggers (Olive Green) XL,1300,1040,260,shirt,1
3,5/16/22,Hills And Clouds Signature Polo T-Shirt(Black) For Men XXL,949,759.2,189.8,shirt,1
4,5/16/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) L,849,679.2,169.8,shirt,1
5,5/16/22,Hills & Clouds V Neck T-Shirt For Women (Turquoise) L,549,439.2,109.8,shirt,1
6,5/16/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,679.2,169.8,shirt,1
7,5/15/22,Hills & Clouds Signature Sports T-shirt (Green with White Stripe) For Men M,849,679.2,169.8,shirt,1
8,5/15/22,Hills & Clouds Echo Series T-Shirt (Sanity) (Red) For Men M,549,439.2,109.8,shirt,1
9,5/15/22,Hills & Clouds Graphic Series T-Shirt (Guitar) (Black) For Men M,749,599.2,149.8,shirt,1
10,5/15/22,Hills & Clouds Graphic Series T-Shirt (I Am Satisfied) (Navy Blue) For Men - M,749,599.2,149.8,shirt,1
11,5/15/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men L,849,679.2,169.8,shirt,1
12,5/15/22,Hills & Clouds Echo Series T-Shirt (Enough Is Enough) (White) For Men L,649,519.2,129.8,shirt,1
13,5/15/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men XL,849,679.2,169.8,shirt,1
14,5/15/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (White) For Men - XL,749,599.2,149.8,shirt,1
15,5/15/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XXL,849,679.2,169.8,shirt,1
16,5/15/22,Hills & Clouds Signature Joggers (Black) XL,1699,1359.2,339.8,shirt,1
17,5/15/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,679.2,169.8,shirt,1
18,5/15/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Red) L,749,599.2,149.8,shirt,1
19,5/15/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men XL,849,679.2,169.8,shirt,1
20,5/14/22,Hills & Clouds V Neck T-Shirt For Women (Black) M,549,439.2,109.8,shirt,1
21,5/14/22,Hills & Clouds V Neck T-Shirt For Women (Peach) S,549,439.2,109.8,shirt,1
22,5/14/22,Hills & Clouds V Neck T-Shirt For Women (Brown) S,549,439.2,109.8,shirt,1
23,5/14/22,Hills & Clouds V Neck T-Shirt For Women (Black) L,549,439.2,109.8,shirt,1
24,5/14/22,Hills & Clouds V Neck T-Shirt For Women (Turquoise) XL,549,439.2,109.8,shirt,1
25,5/14/22,Hills & Clouds V Neck T-Shirt For Women (Peach) L,549,439.2,109.8,shirt,1
26,5/14/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XXL,849,439.2,409.8,shirt,1
27,5/14/22,Hills & Clouds Signature Sports T-shirt (Blue with White Stripe) For Men XXL,859,439.2,419.8,shirt,1
28,5/14/22,Hills & Clouds Echo Series T-Shirt (Enough Is Enough) (White) For Men L,649,439.2,209.8,shirt,1
29,5/14/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Navy Blue) For Men - XL,749,439.2,309.8,shirt,1
30,5/14/22,Hills & Clouds Graphic Series T-Shirt [Aham Bramasmi (Skull)] {Light Blue} For Men - XL,749,439.2,309.8,shirt,1
31,5/14/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Light Blue) For Men - XL,749,439.2,309.8,shirt,1
32,5/14/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Maroon) For Men - XL,759,439.2,319.8,shirt,1
33,5/14/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shirt,1
34,5/14/22,Hills & Clouds Echo Series T-shirt (ENOUGH IS ENOUGH) (Green) For Men) L,584,439.2,144.8,shirt,1
35,5/14/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,764,439.2,324.8,shirt,1
36,5/14/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,764,439.2,324.8,shirt,1
37,5/14/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Red) XL,749,439.2,309.8,shirt,1
38,5/13/22,Hills & Clouds Signature Sports T-shirt (Green with White Stripe) For Men M,764,439.2,324.8,shirt,1
39,5/13/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) M,764,439.2,324.8,shirt,1
40,5/13/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Light Blue) For Men - M,674,439.2,234.8,shirt,1
41,5/13/22,Hills & Clouds Signature Sports T-shirt (Green with White Stripe) For Men M,849,439.2,409.8,shirt,1
42,5/13/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Red) L,749,439.2,309.8,shirt,1
43,5/13/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,shirt,1
44,5/13/22,Hills & Clouds Crew Neck T-shirt for Ladies (Blue) L,549,439.2,109.8,shirt,1
45,5/13/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) L,549,439.2,109.8,shirt,1
46,5/12/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (M),949,439.2,509.8,shirt,1
47,5/12/22,Hills & Clouds Kathmandu Map T-shirt (Green) For Men XL,849,439.2,409.8,shirt,1
48,5/12/22,Hills & Clouds Kathmandu Map T-shirt (Light blue) For Men XL,859,439.2,419.8,shirt,1
49,5/12/22,Hills & Clouds Graphic Series T-Shirt (I Am Satisfied) (Light Blue) For MenHills & Clouds Graphic Series T-Shirt (I Am Satisfied) (Light Blue) For Men - XL,759,439.2,319.8,shirt,1
50,5/12/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shirt,1
51,5/12/22,Hills & Clouds Classic Light Weight Joggers (Navy Blue) XL,1112,439.2,672.8,shirt,1
52,5/12/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,764,439.2,324.8,shirt,1
53,5/12/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men XL,849,439.2,409.8,shirt,1
54,5/12/22,Hills & Clouds Two Toned Light Weight High Neck Zip Jacket (Black) XL,1425,439.2,985.8,shirt,1
55,5/11/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (XXL),949,439.2,509.8,shirt,1
56,5/11/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shirt,1
57,5/11/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,849,439.2,409.8,shirt,1
58,5/11/22,Hills & Clouds V Neck T-Shirt For Women (Peach) S,549,439.2,109.8,shirt,1
59,5/11/22,Hills & Clouds V Neck T-Shirt For Women (Black) S,549,439.2,109.8,shirt,1
60,5/11/22,Hills & Clouds Graphic Series T-Shirt (Monkey Mask) (Red) For Men XL,674,439.2,234.8,shirt,1
61,5/11/22,Hills & Clouds Collar Block Half Zip Sweatshirt (Peach/Turquoise),1368,439.2,928.8,shirt,1
62,5/11/22,Hills & Clouds Graphic Series T-Shirt (Monkey Mask) (Red) For Men XL,674,439.2,234.8,shirt,1
63,5/11/22,Hills & Clouds Collar Block Half Zip Sweatshirt (Turquoise/Peach),1440,439.2,1000.8,shirt,1
64,5/11/22,Hills & Clouds Signature Sports T-shirt (Blue with White Stripe) For Men L,859,439.2,419.8,shirt,1
65,5/10/22,Hills & Clouds Classic Light Weight Joggers (Grey) L,1170,439.2,730.8,shirt,1
66,5/10/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,1080,439.2,640.8,shirt,1
67,5/10/22,Hills & Clouds Round Neck T-Shirt For Women (Grey)S,699,439.2,259.8,shoe,1
68,5/10/22,Hills & Clouds Crew Neck T-shirt for Ladies (Blue) M,699,439.2,259.8,shoe,1
69,5/10/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Light Blue) For Men - L,899,439.2,459.8,shoe,1
70,5/9/22,Hills & Clouds Graphic Series T-Shirt (Monkey Mask) (Black) For Men L,809,439.2,369.8,shoe,1
71,5/9/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,1080,439.2,640.8,shoe,1
72,5/9/22,Hills & Clouds Casual Dotted Joggers (Grey) M,1600,439.2,1160.8,shoe,1
73,5/8/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,1200,439.2,760.8,shoe,1
74,5/8/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,1200,439.2,760.8,shoe,1
75,5/8/22,Hills & Clouds Crew Neck T-shirt for Ladies (White) M,699,439.2,259.8,shoe,1
76,5/8/22,Hills & Clouds Crew Neck T-shirt for Ladies (White) M,699,439.2,259.8,shoe,1
77,5/8/22,Hills & Clouds Echo Series T-Shirt (True Nepal) (White) For Men M,899,439.2,459.8,shoe,1
78,5/8/22,Hills & Clouds Signature Joggers (Army Green) XXL,1900,439.2,1460.8,shoe,1
79,5/8/22,Hills & Clouds Casual Dotted Joggers (Pacific Blue) L,1600,439.2,1160.8,shoe,1
80,5/8/22,Hills & Clouds Two Toned Light Weight High Neck Zip Jacket (Black) XL,1350,439.2,910.8,shoe,1
81,5/8/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Light Blue) For Men - M,809,439.2,369.8,shoe,1
82,5/7/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) L,699,439.2,259.8,shoe,1
83,5/7/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Light Blue) For Men - L,899,439.2,459.8,shoe,1
84,5/6/22,Hills & Clouds V Neck T-Shirt For Women (Black) XXL,699,439.2,259.8,shoe,1
85,5/5/22,Hills & Clouds Signature Sports T-shirt (Blue with White Stripe) For Men L,1200,439.2,760.8,shoe,1
86,5/5/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,1200,439.2,760.8,shoe,1
87,5/5/22,Hills & Clouds Graphic Series T-Shirt (Guitar) (Green) For Men L,899,439.2,459.8,shoe,1
88,5/5/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) L,1200,439.2,760.8,shoe,1
89,5/4/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Blue) M,899,439.2,459.8,shoe,1
90,5/4/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,1200,439.2,760.8,shoe,1
91,5/4/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,1200,439.2,760.8,shoe,1
92,5/3/22,Hills & Clouds Echo Series T-Shirt (Sanity) (Green) For Men L,899,439.2,459.8,shoe,1
93,5/3/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,1200,439.2,760.8,shoe,1
94,5/3/22,Hills & Clouds Classic Light Weight Joggers (Olive Green) L,1300,439.2,860.8,shoe,1
95,5/3/22,Hills & Clouds Crew Neck T-shirt for Ladies (White) XXL,699,439.2,259.8,shoe,1
96,5/3/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),1200,439.2,760.8,shoe,1
97,5/3/22,Hills & Clouds V Neck T-Shirt For Women (Grey) S,699,439.2,259.8,shoe,1
98,5/3/22,Hills & Clouds Classic Light Weight Joggers (Olive Green) XL,1170,439.2,730.8,shoe,1
99,5/3/22,Hills & Clouds Echo Series T-Shirt (Sanity) (Green) For Men L,809,439.2,369.8,shoe,1
100,5/3/22,Hills & Clouds Collar Block Half Zip Sweatshirt (Dark Green/Grey),1600,439.2,1160.8,shoe,1
101,5/2/22,Hills & Clouds V Neck T-Shirt For Women (Grey) S,699,439.2,259.8,shoe,1
102,5/2/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),1200,439.2,760.8,shoe,1
103,5/2/22,Hills & Clouds Echo Series T-Shirt (True Nepal) (White) For Men L,899,439.2,459.8,shoe,1
104,5/2/22,Hills & Clouds Echo Series T-Shirt (Sanity) (Green) For Men L,899,439.2,459.8,shoe,1
105,5/2/22,Hills & Clouds Crew Neck T-shirt for Ladies (White) M,699,439.2,259.8,shoe,1
106,5/2/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,1200,439.2,760.8,shoe,1
107,5/1/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,1200,439.2,760.8,shoe,1
108,5/1/22,Hills & Clouds Crew Neck T-shirt for Ladies (Blue) M,699,439.2,259.8,shoe,1
109,5/1/22,Hills & Clouds Round Neck T-Shirt For Women (Grey)L,699,439.2,259.8,shoe,1
110,5/1/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),1200,439.2,760.8,shoe,1
111,4/30/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Green) L,899,439.2,459.8,shoe,1
112,4/30/22,Hills & Clouds Echo Series T-Shirt (If Not Love What Is) (Green) For Men L,799,439.2,359.8,shoe,1
113,4/30/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),1200,439.2,760.8,shoe,1
114,4/30/22,Hills & Clouds Classic Light Weight Joggers (Olive Green) XL,1300,439.2,860.8,shoe,1
115,4/30/22,Hills & Clouds Kathmandu Map T-shirt (Light blue) For Men M,1200,439.2,760.8,shoe,1
116,4/30/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) M,1200,439.2,760.8,shoe,1
117,4/30/22,Hills & Clouds Signature Joggers (Black) XXL,1900,439.2,1460.8,shoe,1
118,4/29/22,Hills & Clouds Crew Neck T-shirt for Ladies (White) L,699,439.2,259.8,shoe,1
119,4/29/22,Hills & Clouds Crew Neck T-shirt for Ladies (White) M,699,439.2,259.8,shoe,1
120,4/29/22,Hills & Clouds V Neck T-Shirt For Women (Turquoise) XXL,699,439.2,259.8,shoe,1
121,4/29/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,1200,439.2,760.8,shoe,1
122,4/28/22,Hills & Clouds Classic Light Weight Joggers (Navy Blue) L,1300,439.2,860.8,shoe,1
123,4/28/22,Hills & Clouds Classic Light Weight Joggers (Black) L,1300,439.2,860.8,shoe,1
124,4/28/22,Hills & Clouds Classic Light Weight Joggers (Grey) L,1300,439.2,860.8,shoe,1
125,4/28/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Green) XL,899,439.2,459.8,shoe,1
126,4/28/22,Hills & Clouds Graphic Series T-Shirt (Guitar) (White) For Men XL,899,439.2,459.8,shoe,1
127,4/27/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men L,1200,439.2,760.8,shoe,1
128,4/27/22,Hills & Clouds V Neck T-Shirt For Women (Black) M,699,439.2,259.8,shoe,1
129,4/27/22,Hills & Clouds V Neck T-Shirt For Women (Turquoise) M,699,439.2,259.8,shoe,1
130,4/26/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,849,439.2,409.8,shoe,1
131,4/26/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),849,439.2,409.8,shoe,1
132,4/25/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,849,439.2,409.8,shoe,1
133,4/25/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shoe,1
134,4/25/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (White) L,759,439.2,319.8,shoe,1
135,4/25/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,849,439.2,409.8,shoe,1
136,4/25/22,Hills & Clouds Echo Series T-Shirt (Life Is Beautiful) (Light Blue) For Men - XL,749,439.2,309.8,shoe,1
137,4/25/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,849,439.2,409.8,shoe,1
138,4/25/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) XL,849,439.2,409.8,shoe,1
139,4/25/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shoe,1
140,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,849,439.2,409.8,shoe,1
141,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shoe,1
142,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,849,439.2,409.8,shoe,1
143,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,shoe,1
144,4/24/22,Hills & Clouds_Graphic Series T-shirt (Monkey Mask) (White) For Men M,759,439.2,319.8,shoe,1
145,4/24/22,Hills & Clouds_Graphic Series T-shirt (Monkey Mask) (White) For Men XL,759,439.2,319.8,shoe,1
146,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,shoe,1
147,4/24/22,Hills & Clouds Echo Series T-Shirt (If Not Love What Is) (Green) For Men XL,649,439.2,209.8,shoe,1
148,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,shoe,1
149,4/24/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (L),949,439.2,509.8,shoe,1
150,4/24/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) L,849,439.2,409.8,shoe,1
151,4/24/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) M,599,439.2,159.8,shoe,1
152,4/24/22,Hills & Clouds V Neck T-Shirt For Women (Black) M,549,439.2,109.8,shoe,1
153,4/24/22,Hills & Clouds Round Neck T-Shirt For Women (Grey)L,699,439.2,259.8,shoe,1
154,4/24/22,Hills & Clouds Space Guitar T-shirt (Grey/White) For Men L,1200,439.2,760.8,shoe,1
155,4/23/22,Hills & Clouds Casual Dotted Joggers (Pacific Blue) L,1399,439.2,959.8,shoe,1
156,4/23/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) M,849,439.2,409.8,shoe,1
157,4/23/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,shoe,1
158,4/23/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (White) XL,759,439.2,319.8,shoe,1
159,4/23/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,849,439.2,409.8,shoe,1
160,4/23/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Green) XXL,759,439.2,319.8,shoe,1
161,4/23/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),849,439.2,409.8,shoe,1
162,4/23/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,shoe,1
163,4/23/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),849,439.2,409.8,pant,1
164,4/22/22,Hills & Clouds Casual Dotted Joggers (Pacific Blue) L,1399,439.2,959.8,pant,1
165,4/22/22,Hills & Clouds Space Guitar T-shirt (White\Grey) For Men L,1200,439.2,760.8,pant,1
166,4/22/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,pant,1
167,4/22/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,pant,1
168,4/22/22,Hills & Clouds V Neck T-Shirt For Women (Black) L,549,439.2,109.8,pant,1
169,4/22/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,pant,1
170,4/22/22,Hills & Clouds Echo Series T-Shirt (If Not Love What Is) (Green) For Men L,649,439.2,209.8,pant,1
171,4/22/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),849,439.2,409.8,pant,1
172,4/22/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
173,4/22/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (XXL),949,439.2,509.8,pant,1
174,4/21/22,Hills & Clouds_ Echo Series T-Shirt (Sanity) (Black) For MenM,759,439.2,319.8,pant,1
175,4/21/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,849,439.2,409.8,pant,1
176,4/21/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,pant,1
177,4/21/22,Hills & Clouds Echo Series T-Shirt (Enough Is Enough) (White) For Men M,649,439.2,209.8,pant,1
178,4/21/22,Hills & Clouds Classic Light Weight Joggers (Olive Green) XL,1140,439.2,700.8,pant,1
179,4/21/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,849,439.2,409.8,pant,1
180,4/21/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,pant,1
181,4/21/22,Hills & Clouds Graphic Series T-Shirt (Monkey Mask) (Blue) For Men  M,759,439.2,319.8,pant,1
182,4/21/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) XL,849,439.2,409.8,pant,1
183,4/20/22,Hills & Clouds Kathmandu Map T-shirt (Light blue) For Men M,1140,439.2,700.8,pant,1
184,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
185,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,pant,1
186,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
187,4/20/22,Hills & Clouds Two Toned Light Weight High Neck Zip Jacket (Navy Blue) M,1500,439.2,1060.8,pant,1
188,4/20/22,Hills & Clouds Two Toned Light Weight High Neck Zip Jacket (Black) M,1500,439.2,1060.8,pant,1
189,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) L,1140,439.2,700.8,pant,1
190,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,1140,439.2,700.8,pant,1
191,4/20/22,Hills & Clouds Space Guitar T-shirt (Grey/Black) For Men XL,1200,439.2,760.8,pant,1
192,4/20/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (XXL),949,439.2,509.8,pant,1
193,4/20/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men M,1140,439.2,700.8,pant,1
194,4/20/22,Hills & Clouds Space Guitar T-shirt (Grey/White) For Men M,1200,439.2,760.8,pant,1
195,4/20/22,Hills & Clouds Graphic Series T-Shirt (Guitar) (Green) For Men M,854,439.2,414.8,pant,1
196,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,pant,1
197,4/20/22,Hills & Clouds V Neck T-Shirt For Women (Black) XXL,549,439.2,109.8,pant,1
198,4/20/22,Hills & Clouds Graphic Series T-Shirt (Monkey Mask) (Black) For Men XXL,899,439.2,459.8,pant,1
199,4/20/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,pant,1
200,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (M),849,439.2,409.8,pant,1
201,4/19/22,Hills & Clouds V Neck T-Shirt For Women (Black) S,549,439.2,109.8,pant,1
202,4/19/22,Hills & Clouds Crew Neck T-shirt for Ladies (Blue) S,549,439.2,109.8,pant,1
203,4/19/22,Hills & Clouds Signature Sports T-shirt (Green with White Stripe) For Men M,1140,439.2,700.8,pant,1
204,4/19/22,Hills And Clouds Signature Polo T-Shirt(Black) For Men L,949,439.2,509.8,pant,1
205,4/19/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (L),949,439.2,509.8,pant,1
206,4/19/22,Hills & Clouds V Neck T-Shirt For Women (Grey) S,549,439.2,109.8,pant,1
207,4/19/22,Hills & Clouds V Neck T-Shirt For Women (Black) S,549,439.2,109.8,pant,1
208,4/19/22,Hills & Clouds Two Toned Light Weight High Neck Zip Jacket (Black) M,1500,439.2,1060.8,pant,1
209,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,849,439.2,409.8,pant,1
210,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) L,849,439.2,409.8,pant,1
211,4/19/22,Hills & Clouds Two Toned Light Weight High Neck Zip Jacket (Navy Blue) M,1500,439.2,1060.8,pant,1
212,4/19/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) M,549,439.2,109.8,pant,1
213,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,849,439.2,409.8,pant,1
214,4/19/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (XL),949,439.2,509.8,pant,1
215,4/19/22,Hills And Clouds Graphic T-Shirt For Men (Divine Eye) (Green) S,759,439.2,319.8,pant,1
216,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) M,849,439.2,409.8,pant,1
217,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) M,849,439.2,409.8,pant,1
218,4/19/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) M,549,439.2,109.8,pant,1
219,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) M,849,439.2,409.8,pant,1
220,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
221,4/19/22,Hills & Clouds V Neck T-Shirt For Women (Brown) XXL,549,439.2,109.8,pant,1
222,4/19/22,Hills & Clouds V Neck T-Shirt For Women (Turquoise) XL,549,439.2,109.8,pant,1
223,4/19/22,Hills & Clouds Signature Sports T-shirt (White with Blue Stripe) For Men XL,1200,439.2,760.8,pant,1
224,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,849,439.2,409.8,pant,1
225,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,849,439.2,409.8,pant,1
226,4/19/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) M,549,439.2,109.8,pant,1
227,4/19/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
228,4/19/22,Hills And Clouds Signature Polo T-Shirt For Men (Red) (L),949,439.2,509.8,pant,1
229,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Royal Blue) L,849,439.2,409.8,pant,1
230,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,pant,1
231,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
232,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XXL,849,439.2,409.8,pant,1
233,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),849,439.2,409.8,pant,1
234,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Black) (L),849,439.2,409.8,pant,1
235,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) M,849,439.2,409.8,pant,1
236,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,849,439.2,409.8,pant,1
237,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,pant,1
238,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) XL,849,439.2,409.8,pant,1
239,4/18/22,Hills & Clouds Space Guitar T-shirt (Grey/White) For Men XL,1140,439.2,700.8,pant,1
240,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Grey) (M),849,439.2,409.8,pant,1
241,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Navy Blue) L,849,439.2,409.8,pant,1
242,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Red) L,849,439.2,409.8,pant,1
243,4/18/22,Hills & Clouds Crew Neck T-shirt for Ladies (Red) L,549,439.2,109.8,pant,1
244,4/18/22,Hills & Clouds Crew Neck T-shirt for Ladies (Blue) L,549,439.2,109.8,pant,1
245,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Cream) L,849,439.2,409.8,pant,1
246,4/18/22,Hills & Clouds Collar Polo T-Shirt For Men (Space Grey) L,849,439.2,409.8,pant,1
247,4/18/22,Hills & Clouds Graphic Series T-Shirt (I Am Satisfied) (Light Blue) For Men - L,749,439.2,309.8,pant,1
